,Acc_X_AD,Acc_Y_AD,Acc_Z_AD,Rot_X,Rot_Y,Rot_Z
11030,-0.176947466,1.456914539,-1.660626525,0.183845161,-0.187826107,-1.96467413
11031,-0.318545938,1.967849369,-1.515788739,0.224422045,-0.276369328,-1.924498258
11032,-0.176947466,2.320218217,-1.433024289,0.095313779,-0.411514245,-1.848873088
11033,-0.176947466,2.425928871,-1.35025984,-0.236678906,-0.569960009,-1.749615052
11034,0.134569172,2.284981332,-1.35025984,-0.797377661,-0.700444756,-1.629087438
11035,0.276167644,1.879757157,-1.019202043,-1.468740645,-0.763357045,-1.518012969
11036,-0.035348994,1.263111673,-0.708835358,-2.095837938,-0.76102696,-1.369125916
11037,-0.176947466,0.50551865,-0.419159786,-2.512673198,-0.693454502,-1.087894815
11038,-0.0070293,-0.199219046,-0.067410876,-2.630715041,-0.616561705,-0.81611686
11039,0.106249478,-0.921575185,0.160191359,-2.531117236,-0.590930772,-0.591604637
11040,0.276167644,-1.502983784,0.367102482,-2.23232382,-0.576950263,-0.404904998
11041,0.587684282,-1.925826402,0.594704718,-1.70851314,-0.576950263,-0.282014097
11042,0.559364588,-2.27819525,0.636086943,-0.992884464,-0.572290094,-0.206388927
11043,0.389446422,-2.489616559,0.511940269,-0.177657984,-0.56063967,-0.180392775
11044,0.332807033,-2.454379674,0.387793595,0.582236383,-0.558309585,-0.147306763
11045,0.332807033,-2.313432135,0.098118022,1.272043405,-0.562969755,-0.081134739
11046,0.559364588,-1.961063287,-0.19155755,1.902829505,-0.541998992,0.001580291
11047,0.842561531,-1.432510014,-0.750217583,2.389752109,-0.481416788,0.09138518
11048,1.210717558,-0.95681207,-0.895055369,2.636902218,-0.399863821,0.183553356
11049,1.465594807,-0.287311258,-1.143348717,2.614769373,-0.325301108,0.266268386
11050,1.748791751,0.188386686,-1.246804279,2.430328993,-0.227437548,0.377342854
11051,1.890390223,0.681703074,-1.060584268,2.07989227,-0.10627314,0.47660089
11052,1.833750834,1.016453479,-0.81229092,1.592969666,-0.017729919,0.549862773
11053,1.862070529,1.368822327,-0.522615347,1.058092564,0.005570929,0.616034797
11054,1.692152362,1.685954291,-0.377777561,0.552725922,-0.031710428,0.684570107
11055,1.663832668,1.897375599,-0.19155755,0.183845161,-0.092292632,0.757831991
11056,1.692152362,1.985467811,-0.19155755,-0.055927333,-0.141224412,0.84054702
11057,1.80543114,2.003086254,-0.315704224,-0.288322212,-0.152874836,0.925625337
11058,1.692152362,1.791664945,-0.253630887,-0.472762592,-0.120253649,0.994160647
11059,1.692152362,1.545006751,-0.336395336,-0.579738013,-0.031710428,1.079238963
11060,1.607193279,1.122164134,-0.398468673,-0.649825357,0.096444235,1.176133712
11061,1.522234196,0.80503217,-0.274321999,-0.697779856,0.254889999,1.263575315
11062,1.295676641,0.523137092,-0.150175326,-0.66089178,0.417995933,1.313204333
11063,1.125758475,0.223623571,-0.19155755,-0.517028284,0.569451443,1.346290345
11064,0.984160003,0.100294474,-0.19155755,-0.317832673,0.69527602,1.367559924
11065,0.89920092,-0.00541618,-0.129484213,-0.096504217,0.800129835,1.374649783
11066,0.785922143,-0.040653065,-0.274321999,0.143268278,0.893333226,1.37701307
11067,0.672643365,0.06505759,-0.274321999,0.38672958,0.986536616,1.372286497
11068,0.672643365,0.082676032,-0.357086449,0.608058036,1.089060346,1.334473912
11069,0.276167644,0.294097341,-0.150175326,0.774054378,1.184593822,1.280118321
11070,0.389446422,0.36457111,-0.439850898,0.873652183,1.268476873,1.230489303
11071,0.389446422,0.43504488,-0.336395336,0.895785029,1.35002984,1.197403291
11072,0.361126727,0.593610862,-0.170866438,0.869963376,1.431582807,1.169043853
11073,0.389446422,0.628847746,-0.046719764,0.810942454,1.513135774,1.138321127
11074,0.219528255,0.857887498,-0.129484213,0.762987955,1.578378148,1.095781969
11075,0.162888867,0.963598152,0.07742691,0.667078958,1.650610775,1.072149103
11076,0.134569172,1.086927249,0.180882472,0.600680421,1.713523064,1.041426378
11077,0.162888867,1.104545691,0.242955809,0.530593076,1.76012476,1.039063092
11078,0.049610089,0.981216594,0.160191359,0.419928848,1.795076031,1.031973232
11079,-0.20526716,0.928361267,0.263646921,0.268687736,1.820706963,1.008340366
11080,-0.318545938,0.840269055,0.449866932,0.132201855,1.844007811,0.984707501
11081,-0.403505021,0.840269055,0.511940269,0.025226434,1.846337896,0.968164495
11082,-0.488464104,0.752176843,0.553322493,-0.048549718,1.850998065,0.935078483
11083,-0.686701964,0.752176843,0.553322493,-0.100193024,1.862648489,0.890176038
11084,-0.715021659,0.734558401,0.61539583,-0.140769908,1.864978574,0.850000167
11085,-0.65838227,0.787413728,0.61539583,-0.166591561,1.869638744,0.814550868
11086,-0.65838227,0.893124382,0.677469167,-0.151836331,1.883619252,0.762558564
11087,-0.630062576,0.963598152,0.739542504,-0.129703485,1.911580269,0.701113113
11088,-0.630062576,1.051690364,0.656778055,-0.12232587,1.951191711,0.651484095
11089,-0.630062576,1.016453479,0.677469167,-0.144458715,1.997793406,0.604218364
11090,-0.573423187,0.94597971,0.780924729,-0.225612483,2.046725186,0.55222606
11091,-0.488464104,1.069308806,0.88438029,-0.299388635,2.084006542,0.483690749
11092,-0.346865632,0.840269055,0.905071403,-0.365787172,2.125948068,0.417518726
11093,-0.20526716,0.681703074,1.008526964,-0.428496901,2.174879848,0.334803696
11094,-0.261906549,0.611229304,1.070600301,-0.454318554,2.212161205,0.244998807
11095,-0.091988383,0.399807995,1.111982526,-0.391608825,2.240122222,0.148104057
11096,-0.20526716,0.329334226,1.132673638,-0.273566982,2.2587629,0.053572595
11097,-0.20526716,0.153149802,1.049909189,-0.107570639,2.275073493,-0.019689288
11098,-0.346865632,0.029820705,0.863689178,0.058425703,2.275073493,-0.074044879
11099,-0.403505021,-0.023034622,0.88438029,0.187533969,2.2587629,-0.118947324
11100,-0.545103493,-0.040653065,0.801615841,0.276065351,2.223811628,-0.159123196
11101,-0.545103493,-0.199219046,0.822306954,0.338775081,2.184200187,-0.178029488
11102,-0.630062576,-0.199219046,0.88438029,0.40148481,2.153909085,-0.187482634
11103,-0.715021659,-0.216837489,0.905071403,0.464194539,2.123617983,-0.196935781
11104,-0.771661047,-0.216837489,0.96714474,0.534281884,2.081676458,-0.182756061
11105,-0.799980742,-0.181600604,1.215438088,0.58592519,2.032744677,-0.168576342
11106,-0.715021659,-0.199219046,1.277511425,0.600680421,1.962842134,-0.161486482
11107,-0.941579214,-0.304929701,1.111982526,0.545348307,1.85798832,-0.173302915
11108,-1.30973524,-0.393021913,0.842998066,0.427306463,1.638960352,-0.180392775
11109,-2.074366988,-0.322548143,0.532631381,0.250243698,1.30575823,-0.161486482
11110,-2.244285154,-0.216837489,0.242955809,0.043670472,0.94459509,-0.102404318
11111,-2.272604849,-0.00541618,-0.005337539,-0.207168445,0.625373477,-0.012599429
11112,-2.244285154,0.047439147,-0.108793101,-0.49120663,0.394695085,0.081932034
11113,-2.102686683,-0.163982162,0.574013606,-0.712535087,0.278190847,0.171736923
11114,-2.21596546,-0.357785028,1.360275874,-0.730979125,0.252559914,0.259178526
11115,-2.414203321,-0.252074374,1.981009243,-0.49120663,0.254889999,0.330077123
11116,-2.414203321,-0.181600604,2.332758153,-0.100193024,0.224598897,0.398612433
11117,-2.272604849,-0.07588995,2.436213715,0.290820582,0.150036184,0.455331311
11118,-2.102686683,0.029820705,2.374140378,0.541659499,0.033531946,0.502597042
11119,-1.876129128,0.047439147,2.249993704,0.644946112,-0.103943055,0.561679206
11120,-1.677891267,-0.163982162,1.85686257,0.560103537,-0.239087972,0.665663815
11121,-1.366374629,-0.481114125,1.463731435,0.268687736,-0.281029498,0.757831991
11122,-1.479653407,-0.992048954,1.008526964,-0.22930129,-0.246078226,0.776738283
11123,-1.56461249,-1.661549766,0.222264696,-0.852709776,-0.178505768,0.807461008
11124,-1.649571573,-2.119629268,-0.46054201,-1.53882799,-0.150544751,0.864179886
11125,-1.507973101,-2.71865631,-1.184730942,-2.210190974,-0.250738396,0.949258202
11126,-1.139817074,-3.247209582,-1.681317637,-2.745068077,-0.539668907,1.07451239
11127,-0.545103493,-3.705289084,-1.764082087,-2.885242766,-0.970734589,1.256485455
11128,0.162888867,-3.775762854,-1.495097626,-2.453652276,-1.373839254,1.504630544
11129,0.70096306,-3.441012448,-1.08127538,-1.583093681,-1.604517646,1.76222878
11130,0.672643365,-2.789130079,-0.54330646,-0.561293975,-1.658109596,2.000920723
11131,0.616003976,-2.084392383,-0.108793101,0.290820582,-1.618498155,2.197073507
11132,0.984160003,-1.467746899,0.263646921,0.799876031,-1.525294764,2.331780841
11133,1.069119086,-0.992048954,0.408484707,0.958494758,-1.348208322,2.357776994
11134,1.323996336,-0.569206337,0.470558044,0.914229067,-1.101219336,2.286878397
11135,1.267356947,-0.340166586,0.222264696,0.836764107,-0.830929503,2.152171063
11136,0.729282754,-0.216837489,-0.336395336,0.785120801,-0.593260857,1.951291705
11137,-0.063668688,0.029820705,-1.143348717,0.777743186,-0.432485008,1.743322487
11138,-0.488464104,0.258860456,-2.033066547,0.803564839,-0.385883312,1.589708861
11139,-0.686701964,0.540755534,-3.026239938,0.796187224,-0.411514245,1.506993831
11140,0.24784795,0.80503217,-3.522826634,0.692900611,-0.392873567,1.509357118
11141,0.616003976,0.981216594,-3.646973308,0.471572155,-0.246078226,1.469181246
11142,0.672643365,1.157401018,-3.336606623,0.13957947,0.059162878,1.429005374
11143,0.672643365,1.227874788,-2.571035467,-0.232990098,0.457607374,1.407735795
11144,0.304487338,1.139782576,-1.70200875,-0.579738013,0.790809496,1.36992321
11145,0.361126727,1.034071922,-1.08127538,-0.852709776,0.956245514,1.310841046
11146,0.644323671,0.787413728,-0.667453134,-1.062971809,0.958575599,1.230489303
11147,0.955840309,0.36457111,-0.481233123,-1.236345766,0.893333226,1.126504694
11148,1.182397864,-0.181600604,-0.336395336,-1.387586878,0.837411191,0.994160647
11149,1.465594807,-0.727772318,-0.232939775,-1.4466078,0.821100598,0.828730588
11150,1.465594807,-1.150614936,-0.046719764,-1.358076417,0.856051869,0.642030949
11151,1.239037252,-1.467746899,0.07742691,-1.074038232,0.921294243,0.426971872
11152,1.097438781,-1.714405093,0.139500247,-0.58342682,0.995856955,0.228455801
11153,0.814241837,-1.872971075,0.139500247,0.04735928,1.040128566,0.048846022
11154,0.70096306,-1.908207959,-0.026028652,0.722411072,1.040128566,-0.090587885
11155,0.559364588,-1.732023535,-0.150175326,1.397462863,1.007507379,-0.2111155
11156,0.191208561,-1.273944033,-0.398468673,2.031937771,0.967895938,-0.312736822
11157,0.021290395,-0.903956742,-0.54330646,2.574192489,0.925954412,-0.390725279
11158,-0.318545938,-0.393021913,-0.646762021,2.965206095,0.858381954,-0.454534016
11159,-0.65838227,0.012202262,-0.729526471,3.12751363,0.779159072,-0.497073174
11160,-1.026538297,0.36457111,-0.750217583,3.027915824,0.692945935,-0.530159186
11161,-1.253095852,0.646466189,-0.915746481,2.614769373,0.623043392,-0.553792052
11162,-1.338054935,0.998835037,-0.832982032,1.950784004,0.555470934,-0.593967923
11163,-1.394694324,1.069308806,-0.957128706,1.224088906,0.508869239,-0.676682953
11164,-1.451333712,1.069308806,-0.729526471,0.408862425,0.497218815,-0.752308123
11165,-1.451333712,1.192637903,-0.439850898,-0.240367713,0.4995489,-0.839749726
11166,-1.56461249,1.175019461,-0.150175326,-0.601870858,0.525179832,-0.910648323
11167,-1.592932184,1.175019461,-0.088101989,-0.730979125,0.562461188,-0.965003914
11168,-1.423014018,1.104545691,0.015353573,-0.705157471,0.59741246,-1.014632931
11169,-1.394694324,1.034071922,-0.19155755,-0.601870858,0.618383223,-1.071351809
11170,-1.366374629,1.051690364,-0.274321999,-0.494895438,0.627703562,-1.142250406
11171,-1.338054935,0.928361267,-0.212248663,-0.435874516,0.613723053,-1.198969283
11172,-1.338054935,0.910742825,-0.295013112,-0.432185709,0.571781527,-1.243871728
11173,-1.30973524,0.787413728,-0.232939775,-0.458007362,0.501878984,-1.265141307
11174,-1.11149738,0.734558401,-0.129484213,-0.465384977,0.420326018,-1.267504594
11175,-1.083177686,0.699321516,-0.088101989,-0.424808093,0.334112881,-1.248598301
11176,-0.715021659,0.681703074,-0.046719764,-0.29201102,0.264210338,-1.222602149
11177,-0.573423187,0.664084631,0.015353573,-0.103881832,0.210618388,-1.19424271
11178,-0.65838227,0.716939958,0.036044685,0.117446624,0.157026439,-1.161156698
11179,-0.488464104,0.716939958,0.056735798,0.32401985,0.087123896,-1.130433973
11180,-0.488464104,0.787413728,-0.088101989,0.453128116,0.003240844,-1.097347961
11181,-0.431824715,0.893124382,-0.026028652,0.515837846,-0.099282886,-1.073715095
11182,-0.346865632,0.981216594,-0.088101989,0.497393808,-0.21345704,-1.054808803
11183,-0.233586855,1.069308806,-0.150175326,0.41624004,-0.332291363,-1.03590251
11184,-0.20526716,1.122164134,-0.170866438,0.290820582,-0.453455771,-1.021722791
11185,-0.290226243,1.157401018,-0.108793101,0.143268278,-0.555979501,-0.995726639
11186,-0.176947466,1.139782576,-0.170866438,-0.007972834,-0.635202383,-0.965003914
11187,-0.403505021,0.998835037,-0.170866438,-0.129703485,-0.705104926,-0.922464755
11188,-0.20526716,0.998835037,0.015353573,-0.240367713,-0.76102696,-0.877562311
11189,-0.233586855,0.893124382,0.056735798,-0.317832673,-0.816948995,-0.825570006
11190,-0.148627771,0.769795286,0.015353573,-0.358409557,-0.86821086,-0.780667562
11191,-0.318545938,0.611229304,0.118809135,-0.410052863,-0.91248247,-0.726311971
11192,-0.120308077,0.50551865,0.263646921,-0.446940939,-0.96141425,-0.662503234
11193,-0.120308077,0.470281765,0.284338033,-0.421119286,-1.012676115,-0.615237502
11194,-0.091988383,0.329334226,0.305029146,-0.413741671,-1.061607895,-0.563245198
11195,-0.176947466,0.382189553,0.34641137,-0.421119286,-1.108209591,-0.508889607
11196,-0.035348994,0.276478898,0.222264696,-0.428496901,-1.150151117,-0.461623876
11197,-0.120308077,0.36457111,0.242955809,-0.443252131,-1.187432473,-0.421448004
11198,0.049610089,0.294097341,0.387793595,-0.443252131,-1.222383744,-0.383635419
11199,0.021290395,0.311715783,0.511940269,-0.410052863,-1.243354507,-0.343459548
11200,0.021290395,0.258860456,0.61539583,-0.358409557,-1.257335016,-0.300920389
11201,0.24784795,0.346952668,0.780924729,-0.299388635,-1.26898544,-0.263107804
11202,0.162888867,0.43504488,0.88438029,-0.19979083,-1.280635864,-0.251291372
11203,0.191208561,0.50551865,0.987835852,-0.126014677,-1.306266796,-0.185119348
11204,0.191208561,0.50551865,1.029218077,-0.074371371,-1.329567644,-0.095314458
11205,0.134569172,0.50551865,1.153364751,-0.03010568,-1.352868491,-0.014962715
11206,0.077929783,0.558373977,1.277511425,0.010471204,-1.383159593,0.067752314
11207,0.021290395,0.487900207,1.298202537,0.036292857,-1.422771034,0.145740771
11208,-0.148627771,0.452663322,1.380966986,0.058425703,-1.467042645,0.233182374
11209,-0.318545938,0.382189553,1.2361292,0.084247356,-1.520634595,0.32535055
11210,-0.318545938,0.223623571,1.2361292,0.12482424,-1.581216799,0.417518726
11211,-0.601742881,0.206005129,1.298202537,0.198600392,-1.637138833,0.502597042
11212,-0.715021659,0.06505759,1.339584762,0.301887005,-1.693060868,0.573495639
11213,-0.686701964,-0.023034622,1.443040323,0.427306463,-1.760633326,0.630214516
11214,-0.686701964,-0.07588995,1.50511366,0.578547575,-1.81655536,0.649120809
11215,-0.715021659,-0.058271507,1.629260334,0.744543917,-1.856166801,0.656210668
11216,-0.715021659,-0.00541618,1.629260334,0.914229067,-1.867817225,0.672753674
11217,-0.686701964,0.012202262,1.608569222,1.047026141,-1.849176547,0.675116961
11218,-0.601742881,0.047439147,1.029218077,1.065470179,-1.788594343,0.660937242
11219,-0.460144409,0.012202262,0.532631381,0.962183566,-1.658109596,0.625487943
11220,-0.148627771,0.012202262,-0.005337539,0.726099879,-1.476362984,0.580585498
11221,0.332807033,0.153149802,-0.357086449,0.335086273,-1.292286287,0.490780609
11222,0.842561531,0.082676032,-0.522615347,-0.159213946,-1.140830777,0.367889708
11223,1.267356947,-0.146363719,-0.54330646,-0.697779856,-0.989375268,0.230819087
11224,1.380635724,-0.252074374,-0.357086449,-1.155191999,-0.793648147,0.096111753
11225,1.635512974,-0.393021913,0.180882472,-1.402342109,-0.56529984,-0.014962715
11226,1.890390223,-0.393021913,0.801615841,-1.409719724,-0.367242634,-0.111857464
11227,2.400144721,-0.393021913,1.215438088,-1.240034574,-0.197146446,-0.2111155
11228,2.711661359,-0.44587724,1.815480345,-0.981818042,-0.031710428,-0.35527598
11229,2.739981054,-0.304929701,2.084464805,-0.708846279,0.108094659,-0.52070604
11230,2.796620443,-0.393021913,2.105155917,-0.520717091,0.208288304,-0.627053935
11231,2.711661359,-0.533969452,2.249993704,-0.402675248,0.301491694,-0.738128404
11232,2.513423499,-0.727772318,2.022391468,-0.314143865,0.345763305,-0.849202872
11233,2.541743193,-0.992048954,1.608569222,-0.255122944,0.336442966,-0.986273493
11234,2.485103805,-1.185851821,0.905071403,-0.244056521,0.315472203,-1.182426277
11235,2.315185638,-1.520602227,0.098118022,-0.391608825,0.336442966,-1.378579062
11236,1.918709917,-1.855352632,-0.439850898,-0.67564701,0.476248052,-1.51092311
11237,1.663832668,-2.331050577,-0.688144246,-1.01501731,0.753528139,-1.617271005
11238,1.35231603,-2.577708771,-0.501924235,-1.265856227,1.063429414,-1.73779862
11239,1.125758475,-2.806748522,-0.419159786,-1.310121918,1.308088314,-1.865416094
11240,0.984160003,-2.841985407,-0.419159786,-1.206835306,1.447893401,-2.004850001
11241,0.814241837,-2.630564098,-0.46054201,-1.018706118,1.508475604,-2.134830762
11242,0.955840309,-2.595327213,-0.481233123,-0.804755277,1.545756961,-2.243541944
11243,0.927520614,-2.27819525,-0.626070909,-0.56867159,1.60400908,-2.314440541
11244,0.729282754,-2.102010826,-0.832982032,-0.288322212,1.713523064,-2.356979699
11245,0.559364588,-1.749641978,-0.832982032,-0.015350449,1.830027303,-2.380612565
11246,0.077929783,-1.32679936,-0.832982032,0.154334701,1.85798832,-2.390065711
11247,-0.091988383,-0.95681207,-0.626070909,0.220733237,1.75080442,-2.359342986
11248,-0.0070293,-0.51635101,-0.522615347,0.268687736,1.529446367,-2.352253126
11249,-0.148627771,-0.058271507,-0.708835358,0.320331043,1.231195517,-2.283717816
11250,-0.091988383,0.206005129,-1.101966492,0.419928848,0.970226023,-2.167916774
11251,-0.091988383,0.523137092,-1.6192443,0.486327385,0.781489157,-2.068658738
11252,-0.233586855,0.910742825,-1.826155424,0.464194539,0.602072629,-1.976490562
11253,-0.601742881,1.333585442,-2.157213221,0.342463888,0.394695085,-1.903228679
11254,-0.715021659,1.615480521,-2.302051007,0.128513047,0.164016693,-1.811060503
11255,-0.715021659,1.879757157,-2.23997767,-0.173969176,-0.096952801,-1.704712608
11256,-0.913259519,2.003086254,-2.136522108,-0.513339476,-0.36491255,-1.631450724
11257,-1.026538297,2.091178466,-1.805464311,-0.841643353,-0.600251111,-1.58654828
11258,-1.366374629,1.914994042,-1.743390974,-1.166258422,-0.763357045,-1.539282548
11259,-1.451333712,1.509769866,-1.433024289,-1.531450375,-0.851900266,-1.463657378
11260,-1.76285035,1.051690364,-1.101966492,-1.900331135,-0.907822301,-1.366762629
11261,-1.904448822,0.43504488,-0.895055369,-2.217568589,-0.959084166,-1.265141307
11262,-1.961088211,-0.234455931,-0.481233123,-2.394631354,-1.01034603,-1.137523833
11263,-2.0177276,-0.727772318,-0.108793101,-2.342988048,-1.059277811,-0.991000066
11264,-1.677891267,-1.467746899,0.139500247,-2.029439401,-1.087238828,-0.832659866
11265,-1.338054935,-1.996300171,0.305029146,-1.505628722,-1.11286976,-0.681409526
11266,-1.083177686,-2.27819525,0.449866932,-0.786311239,-1.122190099,-0.546702192
11267,-0.715021659,-2.454379674,0.594704718,0.091624971,-1.077918489,-0.423811291
11268,-0.686701964,-2.383905904,0.429175819,1.072847794,-0.968404505,-0.305646963
11269,-0.346865632,-2.137247711,0.139500247,2.035626579,-0.854230351,-0.201662354
11270,0.077929783,-1.802497305,-0.212248663,2.850853059,-0.768017214,-0.104767605
11271,0.644323671,-1.344417802,-0.605379797,3.418929431,-0.705104926,-0.019689288
11272,0.984160003,-0.81586453,-0.998510931,3.765677345,-0.637532467,0.072478887
11273,1.635512974,-0.287311258,-1.329568728,3.809943037,-0.551319331,0.178826783
11274,2.371825027,0.100294474,-1.329568728,3.518527236,-0.455785855,0.268631672
11275,2.881579526,0.575992419,-1.246804279,2.935695634,-0.362582465,0.348983415
11276,3.136456775,0.998835037,-1.101966492,2.168423653,-0.283359583,0.419882012
11277,3.164776469,0.981216594,-0.915746481,1.29417625,-0.234427802,0.502597042
11278,3.419653719,1.104545691,-0.563997572,0.397796002,-0.234427802,0.578222212
11279,3.476293107,1.210256346,-0.274321999,-0.244056521,-0.253068481,0.637304376
11280,3.419653719,1.175019461,-0.295013112,-0.55391636,-0.25772865,0.686933394
11281,3.447973413,1.175019461,-0.315704224,-0.642447742,-0.239087972,0.750742131
11282,3.391334024,1.139782576,-0.398468673,-0.64613655,-0.199476531,0.821640728
11283,3.108137081,0.963598152,-0.481233123,-0.598182051,-0.087632462,0.894902611
11284,2.881579526,0.910742825,-0.481233123,-0.502273053,0.077803557,0.982344214
11285,2.655021971,0.699321516,-0.377777561,-0.369475979,0.257220084,1.053242811
11286,2.371825027,0.523137092,-0.439850898,-0.251434136,0.44129678,1.119414835
11287,2.003669,0.399807995,-0.253630887,-0.118637062,0.632363731,1.154864133
11288,1.550553891,0.223623571,-0.253630887,0.014160012,0.816440428,1.178496999
11289,1.125758475,0.170768244,-0.129484213,0.161712316,0.951585345,1.183223572
11290,0.870881226,0.188386686,-0.067410876,0.331397466,1.05177899,1.183223572
11291,0.559364588,0.206005129,-0.212248663,0.526904269,1.140322211,1.169043853
11292,0.24784795,0.294097341,-0.274321999,0.715033456,1.224205263,1.154864133
11293,0.049610089,0.329334226,-0.315704224,0.869963376,1.310418399,1.135957841
11294,-0.318545938,0.43504488,-0.274321999,0.969561181,1.394301451,1.107598402
11295,-0.375185326,0.523137092,-0.336395336,1.00276045,1.485174757,1.069785817
11296,-0.545103493,0.716939958,-0.170866438,0.976938796,1.578378148,1.024883372
11297,-0.771661047,0.87550594,-0.067410876,0.914229067,1.650610775,0.982344214
11298,-0.715021659,0.981216594,-0.005337539,0.777743186,1.704202725,0.963437922
11299,-0.771661047,1.086927249,0.098118022,0.615435651,1.739153997,0.935078483
11300,-0.771661047,1.157401018,0.305029146,0.445750501,1.748474336,0.911445617
11301,-0.913259519,1.175019461,0.34641137,0.305575812,1.748474336,0.887812752
11302,-0.856620131,1.192637903,0.470558044,0.169089931,1.732163742,0.873633032
11303,-0.828300436,1.175019461,0.511940269,0.04735928,1.70653281,0.85472674
11304,-0.884939825,1.210256346,0.553322493,-0.070682563,1.671581538,0.828730588
11305,-0.856620131,1.086927249,0.553322493,-0.188724407,1.638960352,0.805097722
11306,-0.771661047,0.94597971,0.532631381,-0.299388635,1.617989589,0.767285137
11307,-0.913259519,0.822650613,0.61539583,-0.410052863,1.594688741,0.727109265
11308,-0.799980742,0.734558401,0.594704718,-0.494895438,1.580708232,0.672753674
11309,-0.856620131,0.611229304,0.594704718,-0.55391636,1.573717978,0.616034797
11310,-0.65838227,0.487900207,0.656778055,-0.598182051,1.569057808,0.556952633
11311,-0.771661047,0.593610862,0.511940269,-0.587115628,1.566727724,0.464784457
11312,-0.715021659,0.575992419,0.553322493,-0.561293975,1.576048063,0.379706141
11313,-0.743341353,0.628847746,0.594704718,-0.539161129,1.583038317,0.320623977
11314,-0.630062576,0.664084631,0.61539583,-0.535472322,1.573717978,0.261541812
11315,-0.686701964,0.769795286,0.61539583,-0.524405899,1.559737469,0.195369789
11316,-0.65838227,0.840269055,0.656778055,-0.524405899,1.548087046,0.141014198
11317,-0.545103493,0.857887498,0.718851392,-0.528094706,1.529446367,0.093748467
11318,-0.573423187,0.910742825,0.925762515,-0.520717091,1.508475604,0.065389028
11319,-0.488464104,0.910742825,1.029218077,-0.483829015,1.482844672,0.034666302
11320,-0.431824715,0.893124382,1.153364751,-0.435874516,1.464203994,0.00867015
11321,-0.261906549,0.893124382,1.174055863,-0.373164787,1.466534079,-0.019689288
11322,-0.148627771,0.822650613,1.298202537,-0.303077442,1.487504842,-0.048048727
11323,-0.120308077,0.769795286,1.484422548,-0.218234868,1.515465859,-0.074044879
11324,0.162888867,0.769795286,1.463731435,-0.129703485,1.524786198,-0.109494178
11325,0.134569172,0.628847746,1.360275874,-0.026416872,1.494495096,-0.14258019
11326,0.191208561,0.523137092,1.174055863,0.039981665,1.45721374,-0.173302915
11327,0.361126727,0.36457111,1.029218077,0.03260405,1.394301451,-0.20402564
11328,0.304487338,0.276478898,1.049909189,-0.033794487,1.326728993,-0.225295219
11329,0.191208561,0.206005129,1.008526964,-0.107570639,1.259156534,-0.227658506
11330,0.162888867,0.06505759,0.96714474,-0.177657984,1.186923906,-0.220568646
11331,0.276167644,-0.023034622,1.049909189,-0.19979083,1.110031109,-0.201662354
11332,0.191208561,-0.07588995,0.925762515,-0.170280369,1.040128566,-0.163849769
11333,0.134569172,-0.304929701,0.863689178,-0.12232587,0.979546362,-0.111857464
11334,-0.176947466,-0.463495682,0.532631381,-0.096504217,0.879352717,-0.083498026
11335,-0.65838227,-0.586824779,0.160191359,-0.159213946,0.681295512,-0.064591733
11336,-0.998218602,-0.657298549,-0.232939775,-0.310455058,0.427316272,-0.033869008
11337,-1.054857991,-0.533969452,-0.481233123,-0.55391636,0.208288304,-0.010236142
11338,-0.969898908,-0.639680106,-0.584688684,-0.863776198,0.077803557,0.018123297
11339,-0.799980742,-0.780627646,-0.357086449,-1.177324845,0.04518237,0.034666302
11340,-0.771661047,-0.939193627,0.429175819,-1.343321187,0.08945398,0.044119449
11341,-0.771661047,-0.939193627,1.111982526,-1.210524113,0.173337032,0.060662455
11342,-0.799980742,-0.939193627,1.77409812,-0.808444084,0.273530677,0.079568747
11343,-0.715021659,-0.833482973,2.208611479,-0.262500559,0.357413729,0.110291472
11344,-0.771661047,-0.622061664,2.374140378,0.228110853,0.378384492,0.145740771
11345,-0.715021659,-0.481114125,2.332758153,0.574858767,0.317802288,0.178826783
11346,-0.686701964,-0.498732567,2.249993704,0.722411072,0.198967965,0.214276081
11347,-0.715021659,-0.727772318,2.001700356,0.681834188,0.09411415,0.263905099
11348,-1.054857991,-1.009667397,1.525804772,0.464194539,0.003240844,0.391522573
11349,-1.224776157,-1.661549766,0.88438029,0.04735928,-0.052681191,0.594765218
11350,-1.932768516,-2.102010826,0.118809135,-0.446940939,-0.122583734,0.729472552
11351,-2.074366988,-2.507235001,-0.688144246,-0.955996388,-0.30666043,0.892539325
11352,-1.791170045,-3.035788273,-1.370950952,-1.406030916,-0.576950263,1.105235115
11353,-1.054857991,-3.511486218,-1.70200875,-1.660558641,-0.85889052,1.360470064
11354,-0.403505021,-3.705289084,-1.453715402,-1.52407276,-1.073258319,1.641701165
11355,0.049610089,-3.335301794,-1.019202043,-0.970751619,-1.150151117,1.882756394
11356,-0.035348994,-2.701037867,-0.46054201,-0.166591561,-1.108209591,2.069456033
11357,-0.035348994,-2.013918614,0.07742691,0.600680421,-1.073258319,2.206526654
11358,0.162888867,-1.32679936,0.470558044,1.09498064,-1.075588404,2.296331543
11359,0.559364588,-0.780627646,0.408484707,1.27942102,-1.052287556,2.308147976
11360,0.870881226,-0.252074374,0.470558044,1.235155329,-0.933453233,2.237249379
11361,1.040799392,0.082676032,0.139500247,1.106047062,-0.71675535,2.088362325
11362,0.672643365,0.329334226,-0.108793101,0.951117143,-0.453455771,1.885119681
